,Date,Team,name,Notes,year_start,year_end,position,height,weight,birth_date,college,Strains/Sprains,Dislocations,Arm Fractures,Leg Fractures,Injury Type,Estimated Medical Costs (2012)
1478,2012-04-16,Nets,Gerald Wallace,strained left hamstring (DNP),2002,2015,F,7-Jun,215,1982-07-23,University of Alabama,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
1479,2012-04-16,Nets,Jordan Farmar,sore right groin (DNP),2007,2017,G,2-Jun,180,1986-11-30,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
1480,2012-04-16,Raptors,Linas Kleiza,knee injury (DTD),2006,2013,F,8-Jun,245,1985-01-03,University of Missouri,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1481,2012-04-16,Rockets,Kevin Martin,strained right shoulder (DNP),2005,2016,G,7-Jun,199,1983-02-01,Western Carolina University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
1482,2012-04-16,Rockets,Marcus Camby,sore lower back (DNP),1997,2013,C-F,11-Jun,220,1974-03-22,University of Massachusetts Amherst,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1483,2012-04-16,Suns,Grant Hill,recovering from surgery on right knee to repair torn meniscus (DNP),1995,2013,F-G,8-Jun,225,1972-10-05,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1484,2012-04-16,Timberwolves,Kevin Love,concussion (DNP),2009,2018,F,10-Jun,251,1988-09-07,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
1485,2012-04-16,Warriors,David Lee,strained groin (DNP),1968,1969,F,7-Jun,225,1942-03-31,University of San Francisco,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
1486,2012-04-16,Warriors,David Lee,strained groin (DNP),2006,2017,F,9-Jun,245,1983-04-29,University of Florida,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
1487,2012-04-16,Warriors,Richard Jefferson,right knee injury (DNP),2002,2018,F,7-Jun,233,1980-06-21,University of Arizona,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1488,2012-04-16,Wizards,Trevor Booker,plantar fasciitis in left foot (DNP),2011,2018,F,8-Jun,228,1987-11-25,Clemson University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1489,2012-04-17,Cavaliers,Alonzo Gee,sprained left ankle (DNP),2010,2017,G,6-Jun,225,1987-05-29,University of Alabama,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
1490,2012-04-17,Cavaliers,Kyrie Irving,sprained right shoulder (DNP),2012,2018,G,3-Jun,193,1992-03-23,Duke University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
1491,2012-04-17,Lakers,Andrew Goudelock,migraine headache (DNP),2012,2016,G,3-Jun,200,1988-12-07,College of Charleston,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1492,2012-04-17,Timberwolves,Kevin Love,concussion (DNP),2009,2018,F,10-Jun,251,1988-09-07,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
1493,2012-04-18,Blazers,LaMarcus Aldridge,right hip injury (DNP),2007,2018,F-C,11-Jun,260,1985-07-19,University of Texas at Austin,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1494,2012-04-18,Blazers,Raymond Felton,sore Achilles tendon (DNP),2006,2018,G,1-Jun,205,1984-06-26,University of North Carolina,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1495,2012-04-18,Bobcats,Reggie Williams,concussion (DNP),1988,1997,F-G,7-Jun,190,1964-03-05,Georgetown University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1496,2012-04-18,Bobcats,Reggie Williams,concussion (DNP),2010,2017,F,6-Jun,205,1986-09-14,Virginia Military Institute,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1497,2012-04-18,Bucks,Larry Sanders,stomach flu (DTD),2011,2017,C-F,11-Jun,235,1988-11-21,Virginia Commonwealth University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1498,2012-04-18,Bulls,Luol Deng,bruised ribs (DNP),2005,2018,F,9-Jun,220,1985-04-16,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1499,2012-04-18,Cavaliers,Alonzo Gee,sprained left ankle (DNP),2010,2017,G,6-Jun,225,1987-05-29,University of Alabama,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
1500,2012-04-18,Celtics,Rajon Rondo,sore lower back (DNP),2007,2018,G,1-Jun,186,1986-02-22,University of Kentucky,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1501,2012-04-18,Clippers,Reggie Evans,flu-like symptoms (DNP),2003,2015,F,8-Jun,245,1980-05-18,University of Iowa,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1502,2012-04-18,Grizzlies,Gilbert Arenas,finger injury (DTD),2002,2012,G,3-Jun,191,1982-01-06,University of Arizona,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1503,2012-04-18,Hawks,Erick Dampier,calf injury (DTD),1997,2012,C,11-Jun,265,1975-07-14,Mississippi State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1504,2012-04-18,Hornets,Chris Kaman,bruised left tibia (DNP),2004,2016,C,Jul-00,265,1982-04-28,Central Michigan University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1505,2012-04-18,Hornets,Eric Gordon,back injury / rest (DNP),2009,2018,G,4-Jun,215,1988-12-25,Indiana University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1506,2012-04-18,Hornets,Trevor Ariza,DNP (P),2005,2018,F,8-Jun,215,1985-06-30,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
1507,2012-04-18,Jazz,Earl Watson,knee injury (DNP),2002,2014,G,1-Jun,195,1979-06-12,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
1508,2012-04-18,Kings,Hassan Whiteside,sprained right ankle (DNP),2011,2018,C,Jul-00,265,1989-06-13,Marshall University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
1509,2012-04-18,Knicks,Baron Davis,stomach virus (DNP),2000,2012,G,3-Jun,209,1979-04-13,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
1510,2012-04-18,Knicks,Jared Jeffries,sore right knee (DTD),2003,2013,F,11-Jun,230,1981-11-25,Indiana University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1511,2012-04-18,Nets,Deron Williams,sore right calf (DNP),2006,2017,G,3-Jun,200,1984-06-26,University of Illinois at Urbana-Champaign,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1512,2012-04-18,Nets,Jordan Farmar,sore right groin (DNP),2007,2017,G,2-Jun,180,1986-11-30,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
1513,2012-04-18,Nets,Shelden Williams,hyperextended right knee (DNP),2007,2012,F,9-Jun,250,1983-10-21,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1514,2012-04-18,Pistons,Tayshaun Prince,DNP,2003,2016,F,9-Jun,212,1980-02-28,University of Kentucky,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1515,2012-04-18,Spurs,Tim Duncan,rest (DNP),1998,2016,F-C,11-Jun,250,1976-04-25,Wake Forest University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1516,2012-04-18,Suns,Grant Hill,recovering from surgery on right knee to repair torn meniscus (DNP),1995,2013,F-G,8-Jun,225,1972-10-05,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1517,2012-04-18,Warriors,David Lee,strained groin (DNP),1968,1969,F,7-Jun,225,1942-03-31,University of San Francisco,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
1518,2012-04-18,Warriors,David Lee,strained groin (DNP),2006,2017,F,9-Jun,245,1983-04-29,University of Florida,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
1519,2012-04-18,Warriors,Nate Robinson,hamstring injury (out for season),2006,2016,G,9-May,180,1984-05-31,University of Washington,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1520,2012-04-18,Wizards,Trevor Booker,plantar fasciitis in left foot (DNP),2011,2018,F,8-Jun,228,1987-11-25,Clemson University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1521,2012-04-19,Clippers,Reggie Evans,flu-like symptoms (DNP),2003,2015,F,8-Jun,245,1980-05-18,University of Iowa,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1522,2012-04-19,Heat,Chris Bosh,DNP,2004,2016,F-C,11-Jun,235,1984-03-24,Georgia Institute of Technology,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1523,2012-04-19,Hornets,Chris Kaman,bruised left tibia (DNP),2004,2016,C,Jul-00,265,1982-04-28,Central Michigan University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1524,2012-04-19,Hornets,Trevor Ariza,DNP (P),2005,2018,F,8-Jun,215,1985-06-30,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
1525,2012-04-19,Suns,Grant Hill,recovering from surgery on right knee to repair torn meniscus (DNP),1995,2013,F-G,8-Jun,225,1972-10-05,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1526,2012-04-19,Timberwolves,Kevin Love,concussion (DNP),2009,2018,F,10-Jun,251,1988-09-07,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
1527,2012-04-20,Bobcats,Reggie Williams,concussion (DNP),1988,1997,F-G,7-Jun,190,1964-03-05,Georgetown University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1528,2012-04-20,Bobcats,Reggie Williams,concussion (DNP),2010,2017,F,6-Jun,205,1986-09-14,Virginia Military Institute,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1529,2012-04-20,Bobcats,Tyrus Thomas,bruised right knee (DNP),2007,2015,F,9-Jun,215,1986-08-17,Louisiana State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1530,2012-04-20,Cavaliers,Alonzo Gee,sprained left ankle (DNP),2010,2017,G,6-Jun,225,1987-05-29,University of Alabama,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
1531,2012-04-20,Celtics,Paul Pierce,rest (DNP),1999,2017,F-G,7-Jun,235,1977-10-13,University of Kansas,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1532,2012-04-20,Celtics,Rajon Rondo,sore lower back (DNP),2007,2018,G,1-Jun,186,1986-02-22,University of Kentucky,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1533,2012-04-20,Kings,Hassan Whiteside,sprained right ankle (DNP),2011,2018,C,Jul-00,265,1989-06-13,Marshall University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
1534,2012-04-20,Warriors,David Lee,strained groin (DNP),1968,1969,F,7-Jun,225,1942-03-31,University of San Francisco,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
1535,2012-04-20,Warriors,David Lee,strained groin (DNP),2006,2017,F,9-Jun,245,1983-04-29,University of Florida,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
1536,2012-04-21,Blazers,Joel Przybilla,bronchitis (DNP),2001,2013,C,1-Jul,255,1979-10-10,University of Minnesota,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1537,2012-04-21,Blazers,LaMarcus Aldridge,right hip injury (DNP),2007,2018,F-C,11-Jun,260,1985-07-19,University of Texas at Austin,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1538,2012-04-21,Grizzlies,Zach Randolph,rest (DNP),2002,2018,F-C,9-Jun,260,1981-07-16,Michigan State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1539,2012-04-21,Heat,Chris Bosh,rest (DNP),2004,2016,F-C,11-Jun,235,1984-03-24,Georgia Institute of Technology,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1540,2012-04-21,Jazz,Earl Watson,knee injury (DNP),2002,2014,G,1-Jun,195,1979-06-12,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
1541,2012-04-21,Magic,Earl Clark,knee injury (DTD),2010,2015,F,10-Jun,225,1988-01-17,University of Louisville,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1542,2012-04-21,Mavericks,Jason Terry,rest (DNP),2000,2018,G,2-Jun,185,1977-09-15,University of Arizona,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1543,2012-04-21,Nets,Deron Williams,sore right calf (DNP),2006,2017,G,3-Jun,200,1984-06-26,University of Illinois at Urbana-Champaign,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1544,2012-04-21,Nets,Jordan Farmar,sore right groin (DNP),2007,2017,G,2-Jun,180,1986-11-30,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
1545,2012-04-21,Nets,Shelden Williams,hyperextended right knee (DNP),2007,2012,F,9-Jun,250,1983-10-21,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1546,2012-04-21,Suns,Grant Hill,recovering from surgery on right knee to repair torn meniscus (DNP),1995,2013,F-G,8-Jun,225,1972-10-05,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1547,2012-04-21,Warriors,Andrew Bogut,surgery on left ankle to clean out fragments and scar tissue (date approximate),2006,2018,C,Jul-00,260,1984-11-28,University of Utah,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1548,2012-04-21,Warriors,David Lee,strained groin (DNP),1968,1969,F,7-Jun,225,1942-03-31,University of San Francisco,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
1549,2012-04-21,Warriors,David Lee,strained groin (DNP),2006,2017,F,9-Jun,245,1983-04-29,University of Florida,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
1550,2012-04-21,Wizards,Trevor Booker,plantar fasciitis in left foot (DNP),2011,2018,F,8-Jun,228,1987-11-25,Clemson University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1551,2012-04-22,Bobcats,Reggie Williams,left knee tendinitis (DNP),1988,1997,F-G,7-Jun,190,1964-03-05,Georgetown University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1552,2012-04-22,Bobcats,Reggie Williams,left knee tendinitis (DNP),2010,2017,F,6-Jun,205,1986-09-14,Virginia Military Institute,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1553,2012-04-22,Clippers,Nick Young,flu-like symptoms (DNP),2008,2018,G-F,7-Jun,210,1985-06-01,University of Southern California,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1554,2012-04-22,Heat,Chris Bosh,leg muscle fatigue (DNP),2004,2016,F-C,11-Jun,235,1984-03-24,Georgia Institute of Technology,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1555,2012-04-22,Heat,Dwyane Wade,dislocated left index finger (DNP),2004,2018,G,4-Jun,220,1982-01-17,Marquette University,FALSE,TRUE,FALSE,FALSE,Dislocation,4575
1556,2012-04-22,Heat,Mario Chalmers,flu-like symptoms (DNP),2009,2018,G,2-Jun,190,1986-05-19,University of Kansas,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1557,2012-04-22,Hornets,Chris Kaman,bruised left tibia (DNP),2004,2016,C,Jul-00,265,1982-04-28,Central Michigan University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1558,2012-04-22,Hornets,Trevor Ariza,DNP (P),2005,2018,F,8-Jun,215,1985-06-30,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
1559,2012-04-22,Kings,Hassan Whiteside,sprained right ankle (DNP),2011,2018,C,Jul-00,265,1989-06-13,Marshall University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
1560,2012-04-22,Rockets,Kyle Lowry,hernia (out for season),2007,2018,G,Jun-00,205,1986-03-25,Villanova University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1561,2012-04-22,Spurs,Tim Duncan,rest (DNP),1998,2016,F-C,11-Jun,250,1976-04-25,Wake Forest University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1562,2012-04-22,Timberwolves,Kevin Love,concussion (DNP),2009,2018,F,10-Jun,251,1988-09-07,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
1563,2012-04-22,Timberwolves,Malcolm Lee,illness (DNP),2012,2015,G,5-Jun,200,1990-05-22,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
1564,2012-04-22,Warriors,David Lee,strained groin (DNP),1968,1969,F,7-Jun,225,1942-03-31,University of San Francisco,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
1565,2012-04-22,Warriors,David Lee,strained groin (DNP),2006,2017,F,9-Jun,245,1983-04-29,University of Florida,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
1566,2012-04-23,Blazers,Jamal Crawford,right knee tendinitis (DNP),2001,2018,G,5-Jun,200,1980-03-20,University of Michigan,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1567,2012-04-23,Blazers,Joel Przybilla,bronchitis (DNP),2001,2013,C,1-Jul,255,1979-10-10,University of Minnesota,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1568,2012-04-23,Blazers,LaMarcus Aldridge,right hip injury (DNP),2007,2018,F-C,11-Jun,260,1985-07-19,University of Texas at Austin,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1569,2012-04-23,Nets,Deron Williams,sore right calf (DNP),2006,2017,G,3-Jun,200,1984-06-26,University of Illinois at Urbana-Champaign,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1570,2012-04-23,Nets,Jordan Farmar,sore right groin (DNP),2007,2017,G,2-Jun,180,1986-11-30,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
1571,2012-04-23,Nets,Shelden Williams,hyperextended right knee (DNP),2007,2012,F,9-Jun,250,1983-10-21,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1572,2012-04-23,Pacers,George Hill,sore left shoulder (DNP),2009,2018,G,3-Jun,188,1986-05-04,Indiana University-Purdue University Indianapolis,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1573,2012-04-23,Pacers,Roy Hibbert,rest (DNP),2009,2017,C,2-Jul,270,1986-12-11,Georgetown University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1574,2012-04-23,Wizards,Trevor Booker,plantar fasciitis in left foot (DNP),2011,2018,F,8-Jun,228,1987-11-25,Clemson University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1575,2012-04-24,Celtics,Greg Stiemsma,sore right foot (DNP),2012,2015,C,11-Jun,260,1985-09-26,University of Wisconsin,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1576,2012-04-24,Celtics,Rajon Rondo,sore lower back (DNP),2007,2018,G,1-Jun,186,1986-02-22,University of Kentucky,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1577,2012-04-24,Heat,Chris Bosh,leg muscle fatigue (DNP),2004,2016,F-C,11-Jun,235,1984-03-24,Georgia Institute of Technology,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1578,2012-04-24,Heat,Dwyane Wade,dislocated left index finger (DNP),2004,2018,G,4-Jun,220,1982-01-17,Marquette University,FALSE,TRUE,FALSE,FALSE,Dislocation,4575
1579,2012-04-24,Hornets,Chris Kaman,bruised left tibia (DNP),2004,2016,C,Jul-00,265,1982-04-28,Central Michigan University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1580,2012-04-24,Hornets,Eric Gordon,rest (DNP),2009,2018,G,4-Jun,215,1988-12-25,Indiana University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1581,2012-04-24,Hornets,Jason Smith,sprained left ankle (DNP),2008,2018,F-C,Jul-00,245,1986-03-02,Colorado State University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
1582,2012-04-24,Hornets,Trevor Ariza,DNP (P),2005,2018,F,8-Jun,215,1985-06-30,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
1583,2012-04-24,Jazz,Earl Watson,knee injury (DNP),2002,2014,G,1-Jun,195,1979-06-12,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
1584,2012-04-24,Kings,Hassan Whiteside,sprained right ankle (DNP),2011,2018,C,Jul-00,265,1989-06-13,Marshall University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
1585,2012-04-24,Kings,Terrence Williams,illness (DNP),2010,2013,F,6-Jun,220,1987-06-28,University of Louisville,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1586,2012-04-24,Spurs,Gary Neal,left shoulder injury (DTD),2011,2017,G,4-Jun,210,1984-10-03,Towson University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1587,2012-04-24,Suns,Channing Frye,right shoulder injury (DNP),2006,2018,C-F,11-Jun,255,1983-05-17,University of Arizona,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1588,2012-04-24,Warriors,David Lee,strained groin (DNP),1968,1969,F,7-Jun,225,1942-03-31,University of San Francisco,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
1589,2012-04-24,Warriors,David Lee,strained groin (DNP),2006,2017,F,9-Jun,245,1983-04-29,University of Florida,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
1590,2012-04-25,76ers,Andre Iguodala,rest (DNP),2005,2018,G-F,6-Jun,215,1984-01-28,University of Arizona,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1591,2012-04-25,76ers,Thaddeus Young,rest (DNP),2008,2018,F,8-Jun,221,1988-06-21,Georgia Institute of Technology,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1592,2012-04-25,Bucks,Drew Gooden,rest (DNP),2003,2016,F,10-Jun,250,1981-09-24,University of Kansas,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1593,2012-04-25,Clippers,Chris Paul,strained left groin (DNP),2006,2018,G,Jun-00,175,1985-05-06,Wake Forest University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
1594,2012-04-25,Spurs,Gary Neal,left shoulder injury (DNP),2011,2017,G,4-Jun,210,1984-10-03,Towson University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1595,2012-04-25,Suns,Channing Frye,right shoulder injury (DNP),2006,2018,C-F,11-Jun,255,1983-05-17,University of Arizona,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1596,2012-04-25,Suns,Grant Hill,recovering from surgery on right knee to repair torn meniscus (DNP),1995,2013,F-G,8-Jun,225,1972-10-05,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1597,2012-04-25,Warriors,Stephen Curry,arthroscopic surgery on right ankle (out for season),2010,2018,G,3-Jun,190,1988-03-14,Davidson College,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1598,2012-04-25,Wizards,Jordan Crawford,sprained right ankle (DNP),2011,2018,G,4-Jun,195,1988-10-23,Xavier University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
1599,2012-04-25,Wizards,Trevor Booker,plantar fasciitis in left foot (DNP),2011,2018,F,8-Jun,228,1987-11-25,Clemson University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1600,2012-04-26,76ers,Andre Iguodala,rest (DNP),2005,2018,G-F,6-Jun,215,1984-01-28,University of Arizona,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1601,2012-04-26,76ers,Jrue Holiday,rest (DNP),2010,2018,G,4-Jun,205,1990-06-12,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
1602,2012-04-26,76ers,Thaddeus Young,rest (DNP),2008,2018,F,8-Jun,221,1988-06-21,Georgia Institute of Technology,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1603,2012-04-26,Blazers,Jamal Crawford,right knee tendinitis (DNP),2001,2018,G,5-Jun,200,1980-03-20,University of Michigan,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1604,2012-04-26,Blazers,LaMarcus Aldridge,right hip injury (DNP),2007,2018,F-C,11-Jun,260,1985-07-19,University of Texas at Austin,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1605,2012-04-26,Blazers,Raymond Felton,DNP,2006,2018,G,1-Jun,205,1984-06-26,University of North Carolina,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1606,2012-04-26,Bobcats,Derrick Brown,sprained right ankle (DNP),2010,2012,F,7-Jun,225,1987-09-08,Xavier University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
1607,2012-04-26,Bobcats,Reggie Williams,left knee tendinitis (DNP),1988,1997,F-G,7-Jun,190,1964-03-05,Georgetown University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1608,2012-04-26,Bobcats,Reggie Williams,left knee tendinitis (DNP),2010,2017,F,6-Jun,205,1986-09-14,Virginia Military Institute,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1609,2012-04-26,Bucks,Drew Gooden,rest (DNP),2003,2016,F,10-Jun,250,1981-09-24,University of Kansas,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1610,2012-04-26,Bulls,Derrick Rose,rest (DNP),2009,2018,G,3-Jun,190,1988-10-04,University of Memphis,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1611,2012-04-26,Bulls,Kyle Korver,rest (DNP),2004,2018,G-F,7-Jun,212,1981-03-17,Creighton University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1612,2012-04-26,Cavaliers,Kyrie Irving,rest (DNP),2012,2018,G,3-Jun,193,1992-03-23,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1613,2012-04-26,Hawks,Jannero Pargo,back injury (DNP),2003,2015,G,1-Jun,175,1979-10-22,University of Arkansas,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1614,2012-04-26,Heat,Chris Bosh,placed on IL with leg muscle fatigue,2004,2016,F-C,11-Jun,235,1984-03-24,Georgia Institute of Technology,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1615,2012-04-26,Hornets,Chris Kaman,bruised left tibia (DNP),2004,2016,C,Jul-00,265,1982-04-28,Central Michigan University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1616,2012-04-26,Hornets,Trevor Ariza,DNP (P),2005,2018,F,8-Jun,215,1985-06-30,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
1617,2012-04-26,Kings,Hassan Whiteside,sprained right ankle (DNP),2011,2018,C,Jul-00,265,1989-06-13,Marshall University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
1618,2012-04-26,Knicks,Baron Davis,rest (DNP),2000,2012,G,3-Jun,209,1979-04-13,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
1619,2012-04-26,Knicks,Carmelo Anthony,rest (DNP),2004,2018,F,8-Jun,240,1984-05-29,Syracuse University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1620,2012-04-26,Knicks,Toney Douglas,virus (DNP),2010,2017,G,2-Jun,195,1986-03-16,Florida State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1621,2012-04-26,Magic,J.J. Redick,DNP,2007,2018,G,4-Jun,190,1984-06-24,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1622,2012-04-26,Magic,Jameer Nelson,DNP,2005,2018,G,Jun-00,190,1982-02-09,Saint Joseph's University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1623,2012-04-26,Magic,Jason Richardson,DNP,2002,2015,G,6-Jun,220,1981-01-20,Michigan State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
1624,2012-04-26,Magic,Ryan Anderson,DNP,2009,2018,F,10-Jun,240,1988-05-06,University of California,FALSE,FALSE,FALSE,FALSE,No Index,No Index
