,Date,Team,name,Notes,year_start,year_end,position,height,weight,birth_date,college,Strains/Sprains,Dislocations,Arm Fractures,Leg Fractures,Injury Type,Estimated Medical Costs (2012)
1222,3/21/2012,Clippers,Caron Butler,DNP,2003,2016,F,7-Jun,228,13-Mar-80,University of Connecticut,0,0,0,0,No Index,No Index
1223,3/21/2012,Hawks,Marvin Williams,DNP,2006,2018,F,9-Jun,237,19-Jun-86,University of North Carolina,0,0,0,0,No Index,No Index
1224,3/21/2012,Hornets,Carl Landry,sprained MCL in left knee (DNP) (F),2008,2016,F,9-Jun,248,19-Sep-83,Purdue University,1,0,0,0,Strain/Sprain,3175
1225,3/21/2012,Hornets,Emeka Okafor,sore left knee (DNP),2005,2013,C-F,10-Jun,252,28-Sep-82,University of Connecticut,0,0,0,0,No Index,No Index
1226,3/21/2012,Mavericks,Shawn Marion,sore left knee (DNP),2000,2015,F,7-Jun,220,7-May-78,"University of Nevada, Las Vegas",0,0,0,0,No Index,No Index
1227,3/21/2012,Nets,Jordan Farmar,sore right groin (DNP),2007,2017,G,2-Jun,180,30-Nov-86,"University of California, Los Angeles",0,0,0,0,No Index,No Index
1228,3/21/2012,Pistons,Charlie Villanueva,ankle injury (DTD),2006,2016,F,11-Jun,232,24-Aug-84,University of Connecticut,0,0,0,0,No Index,No Index
1229,3/21/2012,Pistons,Rodney Stuckey,toe injury (DTD),2008,2017,G,5-Jun,210,21-Apr-86,Eastern Washington University,0,0,0,0,No Index,No Index
1230,3/21/2012,Warriors,Stephen Curry,sprained right ankle (DNP) (P),2010,2018,G,3-Jun,190,14-Mar-88,Davidson College,1,0,0,0,Strain/Sprain,3175
1231,3/22/2012,Hornets,Carl Landry,sprained MCL in left knee (DNP) (F),2008,2016,F,9-Jun,248,19-Sep-83,Purdue University,1,0,0,0,Strain/Sprain,3175
1232,3/22/2012,Hornets,Emeka Okafor,sore left knee (DNP),2005,2013,C-F,10-Jun,252,28-Sep-82,University of Connecticut,0,0,0,0,No Index,No Index
1233,3/22/2012,Jazz,Raja Bell,strained left / right (CBC) adductor (DNP) (F),2001,2012,G,5-Jun,204,19-Sep-76,Florida International University,1,0,0,0,Strain/Sprain,3175
1234,3/22/2012,Rockets,Kevin Martin,strained right shoulder (DNP),2005,2016,G,7-Jun,199,1-Feb-83,Western Carolina University,1,0,0,0,Strain/Sprain,3175
1235,3/22/2012,Warriors,Stephen Curry,sprained right ankle (DNP) (P),2010,2018,G,3-Jun,190,14-Mar-88,Davidson College,1,0,0,0,Strain/Sprain,3175
1236,3/23/2012,Jazz,Raja Bell,strained left / right (CBC) adductor (DNP) (F),2001,2012,G,5-Jun,204,19-Sep-76,Florida International University,1,0,0,0,Strain/Sprain,3175
1237,3/23/2012,Mavericks,Brendan Haywood,sprained right knee (DNP),2002,2015,C,Jul-00,268,27-Nov-79,University of North Carolina,1,0,0,0,Strain/Sprain,3175
1238,3/23/2012,Pistons,Rodney Stuckey,sore left big toe (DNP),2008,2017,G,5-Jun,210,21-Apr-86,Eastern Washington University,0,0,0,0,No Index,No Index
1239,3/23/2012,Raptors,Jerryd Bayless,left hip pointer (DTD),2009,2018,G,3-Jun,200,20-Aug-88,University of Arizona,0,0,0,0,No Index,No Index
1240,3/23/2012,Timberwolves,Michael Beasley,sprained left big toe (DNP),2009,2018,F,9-Jun,235,9-Jan-89,Kansas State University,1,0,0,0,Strain/Sprain,3175
1241,3/24/2012,Bulls,Derrick Rose,strained groin (DNP),2009,2018,G,3-Jun,190,4-Oct-88,University of Memphis,1,0,0,0,Strain/Sprain,3175
1242,3/24/2012,Bulls,Richard Hamilton,right shoulder injury (DNP) (F),2000,2013,G-F,6-Jun,185,14-Feb-78,University of Connecticut,0,0,0,0,No Index,No Index
1243,3/24/2012,Clippers,Mo Williams,sprained left big toe (DNP),2004,2016,G,1-Jun,198,19-Dec-82,University of Alabama,1,0,0,0,Strain/Sprain,3175
1244,3/24/2012,Hornets,Chris Kaman,illness (DNP),2004,2016,C,Jul-00,265,28-Apr-82,Central Michigan University,0,0,0,0,No Index,No Index
1245,3/24/2012,Hornets,Emeka Okafor,sore left knee (DNP),2005,2013,C-F,10-Jun,252,28-Sep-82,University of Connecticut,0,0,0,0,No Index,No Index
1246,3/24/2012,Hornets,Trevor Ariza,sore right ankle (DNP),2005,2018,F,8-Jun,215,30-Jun-85,"University of California, Los Angeles",0,0,0,0,No Index,No Index
1247,3/24/2012,Mavericks,Brendan Haywood,sprained right knee (DNP),2002,2015,C,Jul-00,268,27-Nov-79,University of North Carolina,1,0,0,0,Strain/Sprain,3175
1248,3/24/2012,Pistons,Rodney Stuckey,sore left big toe (DNP),2008,2017,G,5-Jun,210,21-Apr-86,Eastern Washington University,0,0,0,0,No Index,No Index
1249,3/24/2012,Pistons,Will Bynum,virus (DNP),2006,2015,G,Jun-00,185,4-Jan-83,Georgia Institute of Technology,0,0,0,0,No Index,No Index
1250,3/24/2012,Raptors,DeMar DeRozan,sore left ankle (DNP),2010,2018,G-F,7-Jun,221,7-Aug-89,University of Southern California,0,0,0,0,No Index,No Index
1251,3/24/2012,Raptors,Jerryd Bayless,left hip pointer (DTD),2009,2018,G,3-Jun,200,20-Aug-88,University of Arizona,0,0,0,0,No Index,No Index
1252,3/24/2012,Rockets,Kevin Martin,strained right shoulder (DNP),2005,2016,G,7-Jun,199,1-Feb-83,Western Carolina University,1,0,0,0,Strain/Sprain,3175
1253,3/24/2012,Spurs,Gary Neal,sprained left foot (DNP),2011,2017,G,4-Jun,210,3-Oct-84,Towson University,1,0,0,0,Strain/Sprain,3175
1254,3/24/2012,Warriors,Stephen Curry,sprained right ankle (DNP) (F),2010,2018,G,3-Jun,190,14-Mar-88,Davidson College,1,0,0,0,Strain/Sprain,3175
1255,3/25/2012,76ers,Andre Iguodala,patella tendinitis in left knee (DNP),2005,2018,G-F,6-Jun,215,28-Jan-84,University of Arizona,0,0,0,0,No Index,No Index
1256,3/25/2012,Cavaliers,Daniel Gibson,sprained left ankle (DNP) (F P),2007,2013,G,2-Jun,190,27-Feb-86,University of Texas at Austin,1,0,0,0,Strain/Sprain,3175
1257,3/25/2012,Jazz,Raja Bell,strained left adductor (DNP) (F),2001,2012,G,5-Jun,204,19-Sep-76,Florida International University,1,0,0,0,Strain/Sprain,3175
1258,3/25/2012,Spurs,Gary Neal,sprained left foot (DNP),2011,2017,G,4-Jun,210,3-Oct-84,Towson University,1,0,0,0,Strain/Sprain,3175
1259,3/25/2012,Spurs,Tim Duncan,rest (DNP),1998,2016,F-C,11-Jun,250,25-Apr-76,Wake Forest University,0,0,0,0,No Index,No Index
1260,3/25/2012,Timberwolves,J.J. Barea,bruised right thigh (DNP),2007,2018,G,Jun-00,185,26-Jun-84,Northeastern University,0,0,0,0,No Index,No Index
1261,3/25/2012,Warriors,Stephen Curry,sprained right ankle (DNP) (F),2010,2018,G,3-Jun,190,14-Mar-88,Davidson College,1,0,0,0,Strain/Sprain,3175
1262,3/25/2012,Celtics,Ray Allen,sore right ankle (DNP),1997,2014,G,5-Jun,205,20-Jul-75,University of Connecticut,0,0,0,0,No Index,No Index
1263,3/26/2012,Bulls,Derrick Rose,strained groin (DNP),2009,2018,G,3-Jun,190,4-Oct-88,University of Memphis,1,0,0,0,Strain/Sprain,3175
1264,3/26/2012,Bulls,Richard Hamilton,right shoulder injury (DNP) (F),2000,2013,G-F,6-Jun,185,14-Feb-78,University of Connecticut,0,0,0,0,No Index,No Index
1265,3/26/2012,Celtics,Ray Allen,sore right ankle (DNP),1997,2014,G,5-Jun,205,20-Jul-75,University of Connecticut,0,0,0,0,No Index,No Index
1266,3/26/2012,Hornets,Chris Kaman,illness (DNP),2004,2016,C,Jul-00,265,28-Apr-82,Central Michigan University,0,0,0,0,No Index,No Index
1267,3/26/2012,Knicks,Jeremy Lin,sore left (CBC) / right knee (P) (DNP),2011,2018,G,3-Jun,200,23-Aug-88,Harvard University,0,0,0,0,No Index,No Index
1268,3/26/2012,Nets,Anthony Morrow,bruised right shoulder (DNP),2009,2017,G,5-Jun,210,27-Sep-85,Georgia Institute of Technology,0,0,0,0,No Index,No Index
1269,3/26/2012,Nets,Jordan Farmar,sore right groin (DNP),2007,2017,G,2-Jun,180,30-Nov-86,"University of California, Los Angeles",0,0,0,0,No Index,No Index
1270,3/26/2012,Raptors,DeMar DeRozan,sore left (CBC) / right ankle (DNP),2010,2018,G-F,7-Jun,221,7-Aug-89,University of Southern California,0,0,0,0,No Index,No Index
1271,3/26/2012,Rockets,Kevin Martin,strained right shoulder (DNP),2005,2016,G,7-Jun,199,1-Feb-83,Western Carolina University,1,0,0,0,Strain/Sprain,3175
1272,3/26/2012,Wizards,Trevor Booker,right knee tendinitis (DNP),2011,2018,F,8-Jun,228,25-Nov-87,Clemson University,0,0,0,0,No Index,No Index
1273,3/27/2012,76ers,Andre Iguodala,patella tendinitis in left knee (DNP),2005,2018,G-F,6-Jun,215,28-Jan-84,University of Arizona,0,0,0,0,No Index,No Index
1274,3/27/2012,Cavaliers,Daniel Gibson,sprained left ankle (DNP) (F P),2007,2013,G,2-Jun,190,27-Feb-86,University of Texas at Austin,1,0,0,0,Strain/Sprain,3175
1275,3/27/2012,Lakers,Jordan Hill,sprained right knee (DNP),2010,2017,C-F,10-Jun,235,27-Jul-87,University of Arizona,1,0,0,0,Strain/Sprain,3175
1276,3/27/2012,Mavericks,Brendan Haywood,sprained right knee (DNP),2002,2015,C,Jul-00,268,27-Nov-79,University of North Carolina,1,0,0,0,Strain/Sprain,3175
1277,3/27/2012,Raptors,Jerryd Bayless,partially torn left oblique muscle (out for season),2009,2018,G,3-Jun,200,20-Aug-88,University of Arizona,0,0,0,0,No Index,No Index
1278,3/27/2012,Rockets,Kevin Martin,strained right shoulder (DNP),2005,2016,G,7-Jun,199,1-Feb-83,Western Carolina University,1,0,0,0,Strain/Sprain,3175
1279,3/27/2012,Suns,Grant Hill,right knee inflammation (DNP),1995,2013,F-G,8-Jun,225,5-Oct-72,Duke University,0,0,0,0,No Index,No Index
1280,3/27/2012,Timberwolves,J.J. Barea,bruised right thigh (DNP),2007,2018,G,Jun-00,185,26-Jun-84,Northeastern University,0,0,0,0,No Index,No Index
1281,3/28/2012,Bobcats,Tyrus Thomas,elbow injury (DNP),2007,2015,F,9-Jun,215,17-Aug-86,Louisiana State University,0,0,0,0,No Index,No Index
1282,3/28/2012,Bulls,Derrick Rose,strained groin (DNP),2009,2018,G,3-Jun,190,4-Oct-88,University of Memphis,1,0,0,0,Strain/Sprain,3175
1283,3/28/2012,Bulls,Richard Hamilton,right shoulder injury (DNP) (F),2000,2013,G-F,6-Jun,185,14-Feb-78,University of Connecticut,0,0,0,0,No Index,No Index
1284,3/28/2012,Cavaliers,Daniel Gibson,torn tendon in left ankle (DNP),2007,2013,G,2-Jun,190,27-Feb-86,University of Texas at Austin,0,0,0,0,No Index,No Index
1285,3/28/2012,Celtics,Ray Allen,sore right ankle (DNP),1997,2014,G,5-Jun,205,20-Jul-75,University of Connecticut,0,0,0,0,No Index,No Index
1286,3/28/2012,Hornets,Chris Kaman,illness (DNP),2004,2016,C,Jul-00,265,28-Apr-82,Central Michigan University,0,0,0,0,No Index,No Index
1287,3/28/2012,Hornets,Emeka Okafor,sore left knee (DNP),2005,2013,C-F,10-Jun,252,28-Sep-82,University of Connecticut,0,0,0,0,No Index,No Index
1288,3/28/2012,Hornets,Trevor Ariza,sore right ankle (DNP),2005,2018,F,8-Jun,215,30-Jun-85,"University of California, Los Angeles",0,0,0,0,No Index,No Index
1289,3/28/2012,Knicks,Jeremy Lin,sore right knee (P) (DNP),2011,2018,G,3-Jun,200,23-Aug-88,Harvard University,0,0,0,0,No Index,No Index
1290,3/28/2012,Nets,Anthony Morrow,bruised right shoulder (DNP),2009,2017,G,5-Jun,210,27-Sep-85,Georgia Institute of Technology,0,0,0,0,No Index,No Index
1291,3/28/2012,Nets,Jordan Farmar,sore right groin (DNP),2007,2017,G,2-Jun,180,30-Nov-86,"University of California, Los Angeles",0,0,0,0,No Index,No Index
1292,3/28/2012,Pistons,Ben Gordon,groin injury (DTD),2005,2015,G,3-Jun,200,4-Apr-83,University of Connecticut,0,0,0,0,No Index,No Index
1293,3/28/2012,Raptors,James Johnson,upper respiratory infection (DNP),2010,2018,F,9-Jun,250,20-Feb-87,Wake Forest University,0,0,0,0,No Index,No Index
1294,3/28/2012,Suns,Grant Hill,right knee inflammation (DNP),1995,2013,F-G,8-Jun,225,5-Oct-72,Duke University,0,0,0,0,No Index,No Index
1295,3/28/2012,Suns,Markieff Morris,flu (DNP),2012,2018,F,10-Jun,245,2-Sep-89,University of Kansas,0,0,0,0,No Index,No Index
1296,3/28/2012,Timberwolves,J.J. Barea,bruised right quadricep (DNP),2007,2018,G,Jun-00,185,26-Jun-84,Northeastern University,0,0,0,0,No Index,No Index
1297,3/28/2012,Timberwolves,Michael Beasley,sprained left big toe (DNP),2009,2018,F,9-Jun,235,9-Jan-89,Kansas State University,1,0,0,0,Strain/Sprain,3175
1298,3/29/2012,Blazers,Nolan Smith,ear infection (DNP),2012,2013,G,2-Jun,185,25-Jul-88,Duke University,0,0,0,0,No Index,No Index
1299,3/29/2012,Hornets,Chris Kaman,illness (DNP),2004,2016,C,Jul-00,265,28-Apr-82,Central Michigan University,0,0,0,0,No Index,No Index
1300,3/29/2012,Hornets,Emeka Okafor,sore left knee (DNP),2005,2013,C-F,10-Jun,252,28-Sep-82,University of Connecticut,0,0,0,0,No Index,No Index
1301,3/29/2012,Hornets,Jarrett Jack,sore right ankle (DNP),2006,2018,G,3-Jun,200,28-Oct-83,Georgia Institute of Technology,0,0,0,0,No Index,No Index
1302,3/29/2012,Hornets,Trevor Ariza,sore right ankle (DNP),2005,2018,F,8-Jun,215,30-Jun-85,"University of California, Los Angeles",0,0,0,0,No Index,No Index
1303,3/30/2012,Blazers,LaMarcus Aldridge,sprained left elbow (DNP),2007,2018,F-C,11-Jun,260,19-Jul-85,University of Texas at Austin,1,0,0,0,Strain/Sprain,3175
1304,3/30/2012,Bulls,Derrick Rose,strained groin (DNP),2009,2018,G,3-Jun,190,4-Oct-88,University of Memphis,1,0,0,0,Strain/Sprain,3175
1305,3/30/2012,Cavaliers,Daniel Gibson,torn tendon in left ankle (DNP),2007,2013,G,2-Jun,190,27-Feb-86,University of Texas at Austin,0,0,0,0,No Index,No Index
1306,3/30/2012,Celtics,Ray Allen,sore right ankle (DNP),1997,2014,G,5-Jun,205,20-Jul-75,University of Connecticut,0,0,0,0,No Index,No Index
1307,3/30/2012,Jazz,Josh Howard,surgery on left knee (DNP) (F),2004,2013,F-G,7-Jun,210,28-Apr-80,Wake Forest University,0,0,0,0,No Index,No Index
1308,3/30/2012,Kings,Tyreke Evans,back spasms (DNP),2010,2018,G-F,6-Jun,220,19-Sep-89,University of Memphis,0,0,0,0,No Index,No Index
1309,3/30/2012,Knicks,Jared Jeffries,sore right knee (DNP),2003,2013,F,11-Jun,230,25-Nov-81,Indiana University,0,0,0,0,No Index,No Index
1310,3/30/2012,Knicks,Jeremy Lin,sore left knee (P) (DNP),2011,2018,G,3-Jun,200,23-Aug-88,Harvard University,0,0,0,0,No Index,No Index
1311,3/30/2012,Nets,Jordan Farmar,sore right groin (DNP),2007,2017,G,2-Jun,180,30-Nov-86,"University of California, Los Angeles",0,0,0,0,No Index,No Index
1312,3/30/2012,Nets,Jordan Williams,concussion (DNP),2012,2012,F,10-Jun,260,11-Oct-90,University of Maryland,0,0,0,0,No Index,No Index
1313,3/30/2012,Nets,Shelden Williams,right eye injury (DNP),2007,2012,F,9-Jun,250,21-Oct-83,Duke University,0,0,0,0,No Index,No Index
1314,3/30/2012,Pistons,Rodney Stuckey,sore left hamstring (DNP),2008,2017,G,5-Jun,210,21-Apr-86,Eastern Washington University,0,0,0,0,No Index,No Index
1315,3/30/2012,Rockets,Kevin Martin,strained right shoulder (DNP),2005,2016,G,7-Jun,199,1-Feb-83,Western Carolina University,1,0,0,0,Strain/Sprain,3175
1316,3/30/2012,Suns,Grant Hill,surgery on right knee to repair torn meniscus,1995,2013,F-G,8-Jun,225,5-Oct-72,Duke University,0,0,0,0,No Index,No Index
1317,3/30/2012,Timberwolves,J.J. Barea,bruised right quadricep (DNP),2007,2018,G,Jun-00,185,26-Jun-84,Northeastern University,0,0,0,0,No Index,No Index
1318,3/30/2012,Timberwolves,Michael Beasley,strained left big toe (DNP),2009,2018,F,9-Jun,235,9-Jan-89,Kansas State University,1,0,0,0,Strain/Sprain,3175
1319,3/31/2012,Cavaliers,Kyrie Irving,sprained right shoulder (DNP),2012,2018,G,3-Jun,193,23-Mar-92,Duke University,1,0,0,0,Strain/Sprain,3175
1320,3/31/2012,Grizzlies,Dante Cunningham,sprained left ankle (DNP),2010,2018,F,8-Jun,230,22-Apr-87,Villanova University,1,0,0,0,Strain/Sprain,3175
1321,3/31/2012,Hornets,Carl Landry,sprained right ankle (DNP),2008,2016,F,9-Jun,248,19-Sep-83,Purdue University,1,0,0,0,Strain/Sprain,3175
1322,3/31/2012,Hornets,Chris Kaman,illness (DNP),2004,2016,C,Jul-00,265,28-Apr-82,Central Michigan University,0,0,0,0,No Index,No Index
1323,3/31/2012,Hornets,Emeka Okafor,sore left knee (DNP),2005,2013,C-F,10-Jun,252,28-Sep-82,University of Connecticut,0,0,0,0,No Index,No Index
1324,3/31/2012,Hornets,Trevor Ariza,sore right ankle (DNP),2005,2018,F,8-Jun,215,30-Jun-85,"University of California, Los Angeles",0,0,0,0,No Index,No Index
1325,3/31/2012,Jazz,Josh Howard,surgery on left knee (DNP) (F),2004,2013,F-G,7-Jun,210,28-Apr-80,Wake Forest University,0,0,0,0,No Index,No Index
1326,3/31/2012,Knicks,Jeremy Lin,sore left knee (P) (DNP),2011,2018,G,3-Jun,200,23-Aug-88,Harvard University,0,0,0,0,No Index,No Index
1327,3/31/2012,Nets,Jordan Farmar,sore right groin (DNP),2007,2017,G,2-Jun,180,30-Nov-86,"University of California, Los Angeles",0,0,0,0,No Index,No Index
1328,3/31/2012,Nets,Shelden Williams,right eye injury (DNP),2007,2012,F,9-Jun,250,21-Oct-83,Duke University,0,0,0,0,No Index,No Index
1329,3/31/2012,Pistons,Ben Gordon,sore groin (DNP),2005,2015,G,3-Jun,200,4-Apr-83,University of Connecticut,0,0,0,0,No Index,No Index
1330,3/31/2012,Pistons,Rodney Stuckey,sore left hamstring (DNP),2008,2017,G,5-Jun,210,21-Apr-86,Eastern Washington University,0,0,0,0,No Index,No Index
1331,4/1/2012,Blazers,Joel Przybilla,sprained right knee (DNP),2001,2013,C,1-Jul,255,10-Oct-79,University of Minnesota,1,0,0,0,Strain/Sprain,3175
1332,4/1/2012,Bulls,Derrick Rose,strained groin (DNP),2009,2018,G,3-Jun,190,4-Oct-88,University of Memphis,1,0,0,0,Strain/Sprain,3175
1333,4/1/2012,Celtics,Ray Allen,sore right ankle (DNP),1997,2014,G,5-Jun,205,20-Jul-75,University of Connecticut,0,0,0,0,No Index,No Index
1334,4/1/2012,Hornets,Carl Landry,sprained right ankle (DNP),2008,2016,F,9-Jun,248,19-Sep-83,Purdue University,1,0,0,0,Strain/Sprain,3175
1335,4/1/2012,Hornets,Emeka Okafor,sore left knee (DNP) (P),2005,2013,C-F,10-Jun,252,28-Sep-82,University of Connecticut,0,0,0,0,No Index,No Index
1336,4/1/2012,Hornets,Trevor Ariza,sore right ankle (DNP) (P),2005,2018,F,8-Jun,215,30-Jun-85,"University of California, Los Angeles",0,0,0,0,No Index,No Index
1337,4/1/2012,Nuggets,Wilson Chandler,strained left groin (DTD),2008,2018,F,8-Jun,225,10-May-87,DePaul University,1,0,0,0,Strain/Sprain,3175
1338,4/1/2012,Rockets,Kevin Martin,strained right shoulder (DNP),2005,2016,G,7-Jun,199,1-Feb-83,Western Carolina University,1,0,0,0,Strain/Sprain,3175
1339,4/1/2012,Rockets,Kyle Lowry,bacterial infection (DNP) (F),2007,2018,G,Jun-00,205,25-Mar-86,Villanova University,0,0,0,0,No Index,No Index
1340,4/1/2012,Timberwolves,J.J. Barea,bruised right quadricep (DNP),2007,2018,G,Jun-00,185,26-Jun-84,Northeastern University,0,0,0,0,No Index,No Index
1341,4/1/2012,Wizards,Trevor Booker,plantar fasciitis in left foot (DNP),2011,2018,F,8-Jun,228,25-Nov-87,Clemson University,0,0,0,0,No Index,No Index
1342,4/2/2012,Blazers,Jamal Crawford,right knee injury (DNP),2001,2018,G,5-Jun,200,20-Mar-80,University of Michigan,0,0,0,0,No Index,No Index
1343,4/2/2012,Bulls,Derrick Rose,strained groin (DNP),2009,2018,G,3-Jun,190,4-Oct-88,University of Memphis,1,0,0,0,Strain/Sprain,3175
1344,4/2/2012,Cavaliers,Daniel Gibson,surgery on left foot and ankle to repair torn tendon,2007,2013,G,2-Jun,190,27-Feb-86,University of Texas at Austin,0,0,0,0,No Index,No Index
1345,4/2/2012,Grizzlies,Dante Cunningham,sprained left ankle (DNP),2010,2018,F,8-Jun,230,22-Apr-87,Villanova University,1,0,0,0,Strain/Sprain,3175
1346,4/2/2012,Jazz,Josh Howard,surgery on left knee (DNP) (F),2004,2013,F-G,7-Jun,210,28-Apr-80,Wake Forest University,0,0,0,0,No Index,No Index
1347,4/2/2012,Knicks,Jeremy Lin,surgery on left knee to repair torn meniscus (out for season),2011,2018,G,3-Jun,200,23-Aug-88,Harvard University,0,0,0,0,No Index,No Index
1348,4/2/2012,Mavericks,Lamar Odom,illness (DNP),2000,2013,F,10-Jun,220,6-Nov-79,University of Rhode Island,0,0,0,0,No Index,No Index
1349,4/2/2012,Rockets,Kevin Martin,strained right shoulder (DNP),2005,2016,G,7-Jun,199,1-Feb-83,Western Carolina University,1,0,0,0,Strain/Sprain,3175
1350,4/2/2012,Rockets,Kyle Lowry,bacterial/sinus infection (DNP) (F),2007,2018,G,Jun-00,205,25-Mar-86,Villanova University,0,0,0,0,No Index,No Index
1351,4/2/2012,Timberwolves,J.J. Barea,bruised right quadricep (DNP),2007,2018,G,Jun-00,185,26-Jun-84,Northeastern University,0,0,0,0,No Index,No Index
1352,4/2/2012,Wizards,Trevor Booker,plantar fasciitis in left foot (DNP),2011,2018,F,8-Jun,228,25-Nov-87,Clemson University,0,0,0,0,No Index,No Index
1353,4/3/2012,Cavaliers,Daniel Gibson,recovering from surgery on left foot and ankle to repair torn tendon (DNP),2007,2013,G,2-Jun,190,27-Feb-86,University of Texas at Austin,0,0,0,0,No Index,No Index
1354,4/3/2012,Knicks,Jeremy Lin,recovering from surgery on left knee to repair torn meniscus (DNP),2011,2018,G,3-Jun,200,23-Aug-88,Harvard University,0,0,0,0,No Index,No Index
1355,4/3/2012,Nets,Jordan Farmar,sore right groin (DNP),2007,2017,G,2-Jun,180,30-Nov-86,"University of California, Los Angeles",0,0,0,0,No Index,No Index
1356,4/3/2012,Nets,Shelden Williams,right eye injury (DNP),2007,2012,F,9-Jun,250,21-Oct-83,Duke University,0,0,0,0,No Index,No Index
1357,4/3/2012,Raptors,Gary Forbes,sore left knee (DTD),2011,2012,F,7-Jun,220,25-Feb-85,University of Massachusetts Amherst,0,0,0,0,No Index,No Index
1358,4/4/2012,Bucks,Drew Gooden,sore back (DNP),2003,2016,F,10-Jun,250,24-Sep-81,University of Kansas,0,0,0,0,No Index,No Index
1359,4/4/2012,Cavaliers,Kyrie Irving,sprained right shoulder (DNP),2012,2018,G,3-Jun,193,23-Mar-92,Duke University,1,0,0,0,Strain/Sprain,3175
1360,4/4/2012,Hornets,Jarrett Jack,sore right ankle (P) / right foot injury (CBC) (DNP),2006,2018,G,3-Jun,200,28-Oct-83,Georgia Institute of Technology,0,0,0,0,No Index,No Index
1361,4/4/2012,Jazz,Devin Harris,sprained left ankle (DNP),2005,2018,G,3-Jun,192,27-Feb-83,University of Wisconsin,1,0,0,0,Strain/Sprain,3175
1362,4/4/2012,Nets,Deron Williams,stomach virus (DNP),2006,2017,G,3-Jun,200,26-Jun-84,University of Illinois at Urbana-Champaign,0,0,0,0,No Index,No Index
1363,4/4/2012,Nets,Jordan Farmar,sore right groin (DNP),2007,2017,G,2-Jun,180,30-Nov-86,"University of California, Los Angeles",0,0,0,0,No Index,No Index
1364,4/4/2012,Nets,Shelden Williams,right eye injury (DNP),2007,2012,F,9-Jun,250,21-Oct-83,Duke University,0,0,0,0,No Index,No Index
1365,4/4/2012,Nuggets,Wilson Chandler,strained left groin (DNP),2008,2018,F,8-Jun,225,10-May-87,DePaul University,1,0,0,0,Strain/Sprain,3175
1366,4/4/2012,Raptors,Gary Forbes,sore left knee (DNP),2011,2012,F,7-Jun,220,25-Feb-85,University of Massachusetts Amherst,0,0,0,0,No Index,No Index
1367,4/4/2012,Suns,Grant Hill,recovering from surgery on right knee to repair torn meniscus (DNP),1995,2013,F-G,8-Jun,225,5-Oct-72,Duke University,0,0,0,0,No Index,No Index
1368,4/4/2012,Wizards,Trevor Booker,plantar fasciitis in left foot (DNP),2011,2018,F,8-Jun,228,25-Nov-87,Clemson University,0,0,0,0,No Index,No Index
1369,4/4/2012,Timberwolves,Michael Beasley,sprained left big toe (DNP),2009,2018,F,9-Jun,235,9-Jan-89,Kansas State University,1,0,0,0,Strain/Sprain,3175
1370,4/5/2012,Wizards,Trevor Booker,plantar fasciitis in left foot (DNP),2011,2018,F,8-Jun,228,25-Nov-87,Clemson University,0,0,0,0,No Index,No Index
1371,4/6/2012,Bobcats,Reggie Williams,left knee injury (DTD),1988,1997,F-G,7-Jun,190,5-Mar-64,Georgetown University,0,0,0,0,No Index,No Index
1372,4/6/2012,Bobcats,Reggie Williams,left knee injury (DTD),2010,2017,F,6-Jun,205,14-Sep-86,Virginia Military Institute,0,0,0,0,No Index,No Index
1373,4/6/2012,Bucks,Drew Gooden,sore back (DNP),2003,2016,F,10-Jun,250,24-Sep-81,University of Kansas,0,0,0,0,No Index,No Index
1374,4/6/2012,Bucks,Luc Mbah a Moute,sore right knee (DNP),2009,2018,F,8-Jun,230,9-Sep-86,"University of California, Los Angeles",0,0,0,0,No Index,No Index
1375,4/6/2012,Cavaliers,Anthony Parker,sternum injury (DTD),1998,2012,G,6-Jun,215,19-Jun-75,Bradley University,0,0,0,0,No Index,No Index
1376,4/6/2012,Cavaliers,Daniel Gibson,recovering from surgery on left foot and ankle to repair torn tendon (DNP),2007,2013,G,2-Jun,190,27-Feb-86,University of Texas at Austin,0,0,0,0,No Index,No Index
1377,4/6/2012,Cavaliers,Kyrie Irving,sprained right shoulder (DNP),2012,2018,G,3-Jun,193,23-Mar-92,Duke University,1,0,0,0,Strain/Sprain,3175
1378,4/6/2012,Grizzlies,Tony Allen,mouth injury (DNP),2005,2018,G-F,4-Jun,213,11-Jan-82,Oklahoma State University,0,0,0,0,No Index,No Index
1379,4/6/2012,Hornets,Jarrett Jack,sprained right foot (DNP),2006,2018,G,3-Jun,200,28-Oct-83,Georgia Institute of Technology,1,0,0,0,Strain/Sprain,3175
1380,4/6/2012,Nets,Jordan Farmar,sore right groin (DNP),2007,2017,G,2-Jun,180,30-Nov-86,"University of California, Los Angeles",0,0,0,0,No Index,No Index
1381,4/6/2012,Nuggets,Wilson Chandler,strained left groin (DNP),2008,2018,F,8-Jun,225,10-May-87,DePaul University,1,0,0,0,Strain/Sprain,3175
1382,4/6/2012,Rockets,Kevin Martin,strained right shoulder (DNP),2005,2016,G,7-Jun,199,1-Feb-83,Western Carolina University,1,0,0,0,Strain/Sprain,3175
1383,4/6/2012,Suns,Grant Hill,recovering from surgery on right knee to repair torn meniscus (DNP),1995,2013,F-G,8-Jun,225,5-Oct-72,Duke University,0,0,0,0,No Index,No Index
